rank,time,odds,old,jockey_weight,frame_order,horse_weight
3,1:53.3,6.1,牡3,53,5,470(+4)
4,1:53.3,10.1,,牡3,2,510(-2)
5,1:53.5,2.0,,,3,504(+2)
1,1:09.2,63.1,牝4,55,2,402(-8)
2,1:09.2,23.5,牝4,55,6,494(-4)
3,1:09.3,14.5,牝4,55,3,434(+16)
4,1:09.5,116.7,セ4,56,3,462(-2)
5,1:09.7,3.0,牝3,52,7,440(+6)
1,1:47.7,1.8,牝4,55,2,440(-4)
2,1:47.7,4.0,牝3,52,7,442(-6)
3,1:47.9,5.1,牡4,57,1,518(+6)
4,1:48.1,15.2,,牡5,4,484(+2)
5,1:48.2,225.6,,牝4,6,464(-2)
1,1:24.1,10.4,牝6,55,2,464(+2)
2,1:24.1,26.2,牡5,57,7,472(+4)
3,1:24.1,2.7,牡3,54,5,510(-4)
4,1:24.2,4.0,牝4,55,3,430(+2)
5,1:24.4,17.1,,牡5,2,462(-10)
1,2:00.1,33.5,牡8,56,1,466(+14)
2,2:00.1,1.8,牝4,54,4,474(+8)
3,2:00.2,9.9,牡4,56,4,486(0)
4,2:00.6,606.8,,牡10,5,454(-4)
5,2:00.8,9.2,,牡5,7,512(-2)
1,1:11.7,1.8,牡3,54,3,528(+10)
2,1:12.1,10.2,牡6,57,8,504(+2)
3,1:12.1,86.7,,セ8,2,486(+4)
4,1:12.3,151.4,,牡5,4,476(-4)
5,1:12.4,7.4,,,4,490(-6)
1,3:22.9,7.0,牡6,60,7,482(-6)
2,3:23.3,10.2,60,2.1/2,4,504(+10)
3,3:24.0,20.1,4,,8,502(-6)
4,3:24.4,71.5,,,8,484(-4)
5,3:24.8,11.1,,セ5,7,490(+14)
1,1:34.3,4.6,牡3,56,3,464(0)
2,1:34.7,24.2,牡3,56,8,474(+8)
3,1:35.3,17.5,牡3,53,1,476(+12)
4,1:35.4,3.6,牡3,56,2,486(+8)
5,1:35.6,7.5,牝3,54,3,460(+2)
1,1:55.4,6.6,牝3,54,8,482(-2)
2,1:55.7,29.2,牝3,54,6,422(+4)
3,1:56.2,2.5,,牝3,4,490(-2)
4,1:57.0,10.0,,,2,464(0)
5,1:57.1,7.5,,,1,478(+6)
1,1:26.2,16.4,牡3,56,5,456(0)
2,1:26.2,14.0,,牡3,7,472(-4)
3,1:26.6,8.1,,牡3,8,464(-6)
4,1:27.0,7.9,,牡3,5,470(-6)
5,1:27.0,9.5,,牝3,7,444(0)
1,1:22.0,2.1,牡2,54,1,424(0)
2,1:22.1,5.6,牡2,54,2,438(0)
3,1:22.4,7.0,,牡2,3,430(0)
4,1:22.6,94.7,,牝2,6,408(0)
5,1:23.2,21.7,,牡2,7,466(0)
1,2:08.9,51.1,牡3,56,2,478(0)
2,2:09.0,18.0,牡3,56,3,510(-4)
3,2:09.0,2.0,牡3,56,6,484(-4)
4,2:09.5,5.4,牡3,56,8,516(-2)
5,2:09.9,114.0,牡3,55,7,472(0)
1,1:55.0,5.5,牝5,55,8,472(+2)
2,1:55.3,4.6,牝3,52,8,428(-6)
3,1:55.3,3.7,牝3,52,2,452(-12)
4,1:55.6,35.7,牝3,52,6,462(-4)
5,1:55.9,40.6,,牝5,3,494(0)
1,2:00.3,4.7,牡3,54,1,504(-4)
2,2:00.6,1.4,牡3,54,6,452(+4)
3,2:01.0,35.4,牡4,57,7,450(+2)
4,2:01.2,5.2,牡3,54,8,488(0)
5,2:01.4,137.1,牡5,54,8,480(-2)
1,1:08.4,5.1,牡4,57,6,490(-8)
2,1:08.5,2.9,牡4,57,3,510(-10)
3,1:08.6,10.4,牡4,57,7,464(-8)
4,1:08.7,10.9,牝5,55,1,466(0)
5,1:08.7,8.1,牡4,57,2,478(+6)
1,1:53.3,8.4,牡6,55,5,436(-2)
2,1:53.5,12.0,,牡4,2,496(0)
3,1:54.2,62.6,,牡5,8,528(-4)
4,1:54.3,4.9,,,4,506(-2)
5,1:54.3,11.2,,,6,462(-14)
1,1:33.2,13.4,牡6,57,5,514(-2)
2,1:33.3,18.7,牡5,57,7,492(-10)
3,1:33.3,16.2,牝5,55,4,430(+2)
4,1:33.3,2.3,牡4,57,2,454(-2)
5,1:33.3,5.6,,牝5,6,484(+2)
1,1:25.7,12.3,牝3,52,7,508(+6)
2,1:25.7,148.7,,牡4,3,512(+4)
3,1:25.8,12.6,,,5,516(+4)
4,1:25.9,3.0,,,6,448(-12)
5,1:26.1,251.3,,,4,484(0)
1,1:53.2,6.6,牡3,53,1,504(+2)
2,1:53.4,6.5,牡3,56,1,492(+2)
3,1:53.5,9.4,牡3,56,8,482(0)
4,1:53.7,33.7,牡3,56,8,478(0)
5,1:53.7,3.5,,牡3,3,488(0)
1,1:12.1,3.9,牡3,56,4,474(0)
2,1:12.3,6.3,牝3,54,3,452(-2)
3,1:12.6,2.5,牡3,56,2,452(-2)
4,1:12.6,23.9,牡3,55,4,458(+6)
5,1:12.7,8.0,,牡3,5,456(0)
1,1:51.8,2.2,牡3,56,5,474(-4)
2,1:51.9,6.7,牡3,56,2,522(-2)
3,1:52.1,2.7,,牡3,7,516(+4)
4,1:52.5,163.6,,牡3,1,470(+8)
5,1:53.0,16.9,,牡3,7,500(+6)
1,1:35.3,25.5,牝3,54,3,438(+14)
2,1:35.3,5.5,牝3,54,1,418(+6)
3,1:35.3,2.8,,牝3,8,428(+6)
4,1:35.3,6.5,,牝3,3,454(-2)
5,1:36.0,17.2,,牝3,7,434(0)
1,1:10.8,2.5,牝2,54,3,452(0)
2,1:10.8,1.9,,牡2,7,482(0)
3,1:11.4,19.7,,牡2,1,480(0)
4,1:11.8,18.8,,牡2,4,432(0)
5,1:12.1,32.0,,牡2,6,444(0)
1,1:48.4,2.5,牡3,56,2,432(-2)
2,1:48.6,58.5,牡3,56,3,456(-8)
3,1:49.1,4.5,牡3,56,8,438(0)
4,1:49.1,13.6,牡3,56,8,518(+10)
5,1:49.2,35.1,セ3,55,7,436(-6)
1,1:23.1,5.0,牝3,51,5,480(-6)
2,1:23.5,2.2,牝3,52,4,470(-4)
3,1:23.8,11.2,牝3,52,8,424(-6)
4,1:23.9,7.3,牝3,49,6,480(+4)
5,1:24.1,50.8,牝4,55,4,468(-8)
1,1:51.4,4.2,牡3,54,4,460(-14)
2,1:51.4,16.3,牡4,56,3,476(-2)
3,1:52.6,5.9,牡3,54,8,444(0)
4,1:52.8,64.7,,牡4,7,492(+2)
5,1:52.8,15.7,,牝4,2,480(+2)
1,2:27.7,3.3,牡3,53,4,460(+6)
2,2:28.6,20.8,牡4,57,1,480(-8)
3,2:28.6,4.2,牡3,53,8,500(0)
4,2:28.6,103.6,牡4,57,2,480(-10)
5,2:28.7,7.0,牡3,53,6,448(-8)
1,2:14.7,43.5,牡9,53,2,500(+2)
2,2:14.7,25.4,牡5,55,7,524(+6)
3,2:15.1,21.2,牝5,52,1,472(-4)
4,2:15.3,4.7,牡4,56,3,488(-8)
5,2:15.4,36.7,,牝4,8,460(-4)
1,1:22.3,16.8,牡6,56,4,462(-6)
2,1:22.4,2.0,牡4,57,6,486(-4)
3,1:22.5,16.9,,セ4,3,476(-4)
4,1:22.6,40.7,,牡5,1,444(+2)
5,1:22.8,139.4,,牝5,5,488(+2)
1,1:51.6,6.3,牝4,55,8,442(+6)
2,1:51.8,7.4,牝5,55,6,506(-2)
3,1:51.9,1.8,牝3,51,3,470(+2)
4,1:51.9,4.8,牝3,52,2,462(+2)
5,1:52.3,21.5,牝5,55,7,498(0)
1,3:27.2,17.6,牡5,60,6,490(-8)
2,3:32.8,8.8,60,大,8,476(-4)
3,3:32.9,13.5,1/2,,4,482(0)
4,3:33.0,13.9,,,2,502(+8)
5,3:33.3,5.1,,牡5,3,516(+4)
1,1:09.9,1.7,牡3,54,1,480(-2)
2,1:09.9,10.0,牝3,54,6,472(-6)
3,1:09.9,12.8,牝3,54,5,438(-2)
4,1:10.5,4.1,牝3,54,4,468(+2)
5,1:10.8,18.8,牡3,56,3,488(-6)
1,1:53.3,5.9,牝3,54,5,438(+10)
2,1:53.4,11.5,牝3,54,3,464(-2)
3,1:54.3,2.3,牝3,53,3,436(+4)
4,1:54.3,34.3,牝3,54,4,460(+16)
5,1:54.4,5.8,牝3,54,8,438(+4)
1,1:24.3,4.6,牡3,56,4,474(0)
2,1:24.3,20.4,牡3,56,8,480(0)
3,1:25.7,2.1,牡3,56,1,462(0)
4,1:25.8,23.7,牝3,54,3,438(+8)
5,1:26.0,251.6,,牡3,4,400(0)
1,1:37.1,9.7,牝2,54,7,454(0)
2,1:37.8,4.2,牡2,54,3,494(0)
3,1:38.2,6.1,牝2,54,6,434(0)
4,1:38.4,2.1,,牝2,6,452(0)
5,1:38.7,22.1,,,7,470(0)
1,2:42.8,2.3,牡3,56,1,492(-4)
2,2:43.5,7.3,セ3,56,5,434(-4)
3,2:43.6,9.7,牡3,56,8,460(-4)
4,2:44.3,3.5,,牡3,8,466(0)
5,2:44.9,42.6,,牡3,5,470(+4)
1,1:10.3,1.9,牝3,52,1,450(+4)
2,1:10.7,5.3,牡4,57,6,476(0)
3,1:11.6,9.8,牡4,57,2,468(-12)
4,1:11.8,29.1,牝5,55,4,458(+10)
5,1:12.0,20.9,牝5,55,8,486(-8)
1,1:47.8,4.7,牡4,57,2,488(-4)
2,1:48.1,10.4,牡3,54,3,446(-2)
3,1:48.5,2.0,牡3,54,7,490(+4)
4,1:48.6,106.9,牡5,54,8,452(-4)
5,1:48.9,7.8,牝3,52,5,470(-12)
1,1:23.1,3.7,牝3,52,7,472(+2)
2,1:23.6,5.7,牡4,57,1,490(-10)
3,1:23.9,5.8,牡5,57,4,548(-4)
4,1:24.1,18.6,セ4,57,8,490(+2)
5,1:24.2,2.9,牝4,55,3,436(+6)
1,2:05.5,5.5,牡4,57,6,466(-6)
2,2:05.6,9.3,,牡6,2,490(0)
3,2:05.6,22.4,,牡4,5,498(+4)
4,2:05.7,58.6,,牡7,1,498(-2)
5,2:05.8,6.5,,牡5,7,470(-2)
1,2:01.1,14.7,牝4,50,7,452(0)
2,2:01.2,6.6,牝5,55,3,472(+2)
3,2:01.4,8.1,牝5,53,1,478(+8)
4,2:01.5,8.2,牝6,51,2,510(+6)
5,2:01.6,4.2,牝4,52,4,458(+8)
1,1:22.3,7.0,牝3,49,8,474(-4)
2,1:22.6,7.3,牝3,52,8,448(-4)
3,1:22.8,15.1,牡6,57,5,504(+2)
4,1:22.9,199.2,牡6,57,1,438(-4)
5,1:22.9,28.5,牡5,56,1,500(+4)
1,1:11.9,5.6,牝3,54,4,448(-2)
2,1:11.9,21.4,牝3,54,3,490(+8)
3,1:12.4,3.4,牝3,54,4,460(+2)
4,1:12.9,21.0,牝3,54,2,440(0)
5,1:12.9,14.7,牝3,54,7,412(+10)
1,1:24.9,7.7,牡3,56,6,470(0)
2,1:25.0,9.6,牡3,56,2,448(+2)
3,1:25.2,10.9,,牝3,4,456(+4)
4,1:25.2,36.4,,牡3,3,512(+2)
5,1:25.6,9.6,,牡3,4,484(-6)
1,1:53.1,3.8,セ3,56,1,460(-4)
2,1:53.4,2.3,牡3,56,7,514(+4)
3,1:53.4,69.7,牡3,56,5,516(-14)
4,1:53.5,6.2,牡3,56,3,500(-6)
5,1:53.6,9.5,,牡3,6,532(+20)
1,1:22.1,13.0,牝3,54,3,458(-2)
2,1:22.2,17.5,牡3,56,6,420(-18)
3,1:22.4,4.7,牡3,56,7,452(-4)
4,1:22.5,3.1,牡3,53,3,450(0)
5,1:22.6,25.0,牝3,54,8,402(-4)
1,1:13.2,3.0,牡2,54,6,500(0)
2,1:13.4,53.7,牡2,54,5,516(0)
3,1:13.4,2.3,,牡2,5,492(0)
4,1:14.0,7.6,,,2,458(0)
5,1:14.2,10.2,,,8,426(0)
1,1:47.6,3.0,牝3,54,2,446(-2)
2,1:47.8,2.2,牝3,54,6,430(+2)
3,1:47.8,41.1,,牝3,8,452(+4)
4,1:48.0,5.2,,牝3,1,430(0)
5,1:48.9,15.3,,牝3,4,494(0)
1,2:04.4,41.5,牡3,54,3,486(0)
2,2:05.1,5.6,牡3,53,8,522(-2)
3,2:05.1,8.0,,牡3,7,472(+2)
4,2:05.3,3.1,,牡3,5,510(0)
5,2:05.6,4.0,,牡3,3,468(0)
1,2:00.0,6.2,牡3,54,6,462(+10)
2,2:00.4,3.8,牡3,53,3,476(+2)
3,2:01.6,2.5,牡3,54,8,502(+2)
4,2:01.6,6.4,,牡3,5,496(+8)
5,2:01.8,17.7,,牡4,6,488(-4)
1,1:33.8,17.9,牡4,57,7,508(-2)
2,1:34.1,13.5,牡5,57,4,510(+4)
3,1:34.2,25.2,牡7,57,5,482(-2)
4,1:34.3,24.5,牡5,57,8,462(-6)
5,1:34.5,1.6,牡3,54,2,468(0)
1,1:10.0,3.3,牡4,57,6,512(+4)
2,1:10.0,5.3,,セ5,4,548(+4)
3,1:10.4,35.6,,牡5,5,504(+6)
4,1:10.4,8.7,,牝4,1,462(+8)
5,1:10.5,5.0,,牡4,5,524(-6)
1,1:49.5,2.1,牡7,58,7,490(-6)
2,1:49.7,4.4,牡6,57.5,7,488(-2)
3,1:50.6,36.3,牡8,57,3,490(0)
4,1:50.6,11.1,牡5,55,6,498(+6)
5,1:50.7,33.7,,牝4,4,516(+4)
1,1:08.8,6.7,牝3,52,8,482(-2)
2,1:09.0,3.7,牝3,49,5,422(+10)
3,1:09.3,13.0,牡4,57,5,476(0)
4,1:09.5,11.8,牝4,55,7,458(+12)
5,1:09.5,4.4,牡3,54,2,448(+2)
1,3:25.3,2.9,セ5,60,6,506(+2)
2,3:25.9,12.6,60,4,4,462(+6)
3,3:26.3,5.7,2.1/2,,7,480(+26)
4,3:27.0,87.1,,,1,570(+8)
5,3:27.2,13.4,,牡4,2,512(+8)
1,2:13.6,33.6,牝3,54,3,456(-2)
2,2:13.6,9.6,牡3,56,4,464(0)
3,2:14.0,6.7,牡3,56,7,478(+4)
4,2:14.1,3.5,牡3,56,5,448(0)
5,2:14.2,3.9,牝3,53,7,448(+8)
1,1:54.5,2.4,牝3,54,2,422(0)
2,1:54.5,44.7,牝3,54,8,480(0)
3,1:54.6,13.2,牝3,54,8,444(+2)
4,1:55.1,5.8,牝3,54,5,494(+2)
5,1:55.1,29.2,牝3,54,5,436(-4)
1,1:12.7,1.8,牝3,54,8,494(+2)
2,1:12.7,7.2,セ3,56,7,466(+4)
3,1:12.8,28.0,牡3,56,3,486(+4)
4,1:13.4,18.3,牡3,56,7,448(0)
5,1:13.4,24.3,牡3,56,1,482(-4)
1,1:35.9,2.7,牡2,54,6,438(0)
2,1:36.0,3.1,牡2,54,3,464(0)
3,1:36.2,26.1,牝2,54,5,458(0)
4,1:36.6,26.9,牡2,54,4,476(0)
5,1:36.7,5.2,,牝2,3,422(0)
1,1:24.9,9.6,牡4,56,7,520(0)
2,1:24.9,46.4,セ5,57,4,484(0)
3,1:25.0,5.2,牡3,54,5,482(0)
4,1:25.0,30.1,牝3,52,6,470(-2)
5,1:25.0,11.2,,牡3,2,490(-2)
1,1:46.1,3.0,牝3,52,8,432(+2)
2,1:46.3,8.8,牝4,55,2,492(+4)
3,1:46.6,12.8,牝4,55,1,502(+8)
4,1:46.6,2.1,牝3,52,3,488(+8)
5,1:47.0,6.7,牝4,54,4,458(-10)
1,1:34.3,3.0,牡3,54,1,464(0)
2,1:34.8,4.4,牡3,54,3,452(+12)
3,1:34.9,5.1,牝4,55,3,458(-10)
4,1:34.9,10.3,牡4,57,4,458(0)
5,1:34.9,37.2,牡6,57,5,486(+2)
1,2:05.6,4.9,牡4,57,4,524(-6)
2,2:05.7,1.7,,牡3,2,476(-4)
3,2:05.9,28.9,,牡6,8,428(-16)
4,2:06.3,16.7,,セ6,6,514(-4)
5,2:06.3,23.5,,セ5,6,446(-2)
1,1:59.1,3.0,牝4,55,6,466(-6)
2,1:59.4,7.7,牡4,57,7,448(+10)
3,1:59.4,5.7,牡4,57,2,468(0)
4,1:59.7,28.6,牡7,57,1,466(-4)
5,1:59.7,25.7,牡6,57,3,484(-2)
1,1:32.7,5.1,牝3,50,7,410(-10)
2,1:32.9,29.1,牡5,56,6,496(-6)
3,1:33.1,21.7,牡4,56,2,478(+2)
4,1:33.1,67.1,牡7,56,8,512(-6)
5,1:33.1,19.9,牡6,57,3,546(-14)
1,1:11.7,1.5,牡3,54,2,492(+12)
2,1:11.7,10.5,牡4,57,5,486(-14)
3,1:11.9,123.6,牡5,56,5,500(-2)
4,1:12.1,65.1,牡5,57,3,464(-4)
5,1:12.3,51.6,牝7,55,7,458(-2)
1,1:21.7,22.9,牝2,54,7,406(-2)
2,1:21.8,6.2,牡2,54,8,432(+2)
3,1:21.9,1.5,牝2,54,6,486(-2)
4,1:22.5,22.1,,牡2,5,428(-2)
5,1:22.7,6.6,,,7,404(+2)
1,1:53.2,1.5,牝3,54,2,464(0)
2,1:53.8,17.3,牝3,54,6,460(0)
3,1:54.2,9.3,牝3,54,3,486(+8)
4,1:55.7,7.3,牝3,54,7,486(+4)
5,1:55.8,14.6,牝3,54,8,464(0)
1,1:24.5,6.0,牡3,56,4,462(+14)
2,1:25.4,3.6,牡3,56,1,456(-6)
3,1:25.4,3.8,牡3,56,2,462(0)
4,1:25.5,37.9,牡3,56,7,472(-6)
5,1:25.6,31.5,牡3,56,5,486(+18)
1,1:53.6,7.4,牡3,56,3,484(+6)
2,1:53.6,12.3,,セ3,5,476(-18)
3,1:53.8,1.5,,牡3,7,472(+4)
4,1:54.4,6.7,,牡3,6,546(+22)
5,1:54.4,13.7,,牡3,1,488(+2)
1,1:12.6,2.8,牝2,54,2,428(0)
2,1:12.6,4.0,牡2,54,1,478(0)
3,1:12.7,3.4,牝2,54,8,440(0)
4,1:12.8,23.5,牡2,54,4,474(0)
5,1:13.0,7.7,牝2,54,6,418(0)
1,2:02.1,4.7,牝3,54,8,404(-4)
2,2:02.8,1.8,牡3,56,6,448(-4)
3,2:03.1,35.9,牡3,55,5,474(+4)
4,2:03.2,5.1,セ3,56,4,460(-6)
5,2:03.3,40.0,牡3,55,7,494(+2)
1,1:52.2,1.7,牝3,52,5,456(0)
2,1:53.3,5.4,牝3,52,4,470(+8)
3,1:53.4,20.5,牝3,52,7,464(+2)
4,1:53.8,3.9,,牝3,8,438(+10)
5,1:53.8,37.9,,牝5,1,486(-8)
1,1:11.4,13.3,牡3,54,5,450(-8)
2,1:11.8,7.1,牡4,57,4,468(0)
3,1:12.0,119.4,牝5,54,8,474(+6)
4,1:12.1,39.2,牡5,57,1,468(+8)
5,1:12.1,56.2,牡4,57,3,498(0)
1,1:21.3,2.9,牡3,54,6,478(+2)
2,1:21.5,12.1,牡5,57,5,502(+2)
3,1:21.6,9.4,牡4,57,4,476(-2)
4,1:21.6,25.8,牡3,54,4,474(-8)
5,1:21.9,3.0,牝3,52,2,450(+16)
1,1:58.9,2.6,牝4,55,6,538(-6)
2,1:59.1,4.5,牡4,57,3,488(+6)
3,1:59.5,4.5,牡4,57,2,480(+2)
4,1:59.8,11.8,牡6,57,5,528(+10)
5,2:00.0,5.3,牝3,52,1,460(+4)
1,1:09.1,7.0,牝7,54,1,440(0)
2,1:09.1,77.2,牝6,51,8,452(+14)
3,1:09.2,15.8,牝4,52,3,494(+4)
4,1:09.3,21.4,牝6,51,1,498(0)
5,1:09.3,21.1,牡6,54,2,478(0)
1,1:53.0,2.9,牡3,54,3,512(-4)
2,1:53.3,13.5,,セ4,5,466(-2)
3,1:53.4,5.4,,牡3,7,518(0)
4,1:53.4,17.0,,牡3,6,474(-4)
5,1:53.5,10.9,,牡3,6,512(-2)
1,1:25.5,1.8,牝3,54,2,490(0)
2,1:25.6,13.7,牝3,54,7,472(+10)
3,1:26.2,131.0,牝3,51,8,478(+8)
4,1:26.3,272.7,牝3,54,4,422(-10)
5,1:26.4,3.7,,牝3,1,494(+4)
1,1:53.8,1.6,牡3,56,3,506(-10)
2,1:54.0,63.6,牡3,56,6,472(-8)
3,1:54.2,5.0,牡3,56,1,452(+10)
4,1:54.3,434.3,牡3,55,8,456(-4)
5,1:54.4,9.2,牡3,56,5,474(0)
1,1:34.3,2.5,牝3,54,8,414(-4)
2,1:34.8,26.4,牝3,54,6,464(+2)
3,1:34.9,19.4,牝3,54,8,444(+2)
4,1:35.1,6.2,牡3,56,4,510(-8)
5,1:35.2,153.1,牝3,54,7,426(+2)
1,2:06.1,6.0,牡3,56,3,514(+4)
2,2:06.4,1.7,牡3,56,7,518(-4)
3,2:07.1,6.4,牝3,54,7,472(-6)
4,2:07.2,59.9,牡3,56,2,426(+2)
5,2:07.5,17.7,牡3,55,5,502(-10)
1,1:48.3,4.7,牡2,54,7,496(0)
2,1:48.8,6.5,牡2,54,8,444(0)
3,1:49.1,2.6,,牡2,4,516(0)
4,1:49.5,44.5,,牡2,5,442(0)
5,1:49.7,7.1,,牝2,4,488(0)
1,1:12.8,11.1,牡3,56,8,488(+6)
2,1:12.8,3.1,牝3,54,5,452(0)
3,1:13.2,12.2,牡3,56,4,450(-6)
4,1:13.2,79.8,牡3,56,4,432(-10)
5,1:13.4,3.6,,牡3,7,464(0)
1,2:14.4,3.5,牡3,53,4,462(-8)
2,2:14.6,8.7,牡4,57,3,480(0)
3,2:14.7,6.7,牡3,53,1,474(+10)
4,2:14.7,5.5,,牡3,6,462(-6)
5,2:15.0,8.4,,牡3,5,470(+10)
1,1:47.1,5.5,牝3,52,4,450(0)
2,1:47.6,2.0,牝3,52,1,462(+2)
3,1:48.2,11.8,,牝4,6,440(+12)
4,1:48.2,5.1,,,7,486(+6)
5,1:48.4,44.9,,,8,470(0)
1,1:21.8,4.3,牡3,54,7,458(+4)
2,1:21.8,11.7,牝3,52,6,428(-4)
3,1:22.0,16.3,牝4,55,8,456(-2)
4,1:22.1,9.6,牡3,54,4,474(+4)
5,1:22.1,16.2,牡4,57,7,476(-2)
1,1:51.7,5.0,牡4,55,3,484(-8)
2,1:52.0,24.4,牡7,53,4,498(0)
3,1:52.1,9.5,,牡5,1,490(-8)
4,1:52.1,5.3,,牝4,7,504(-10)
5,1:52.1,41.7,,牝6,2,500(0)
1,2:13.5,4.1,牝4,56,8,464(+10)
2,2:14.5,14.2,牡6,58,7,502(-10)
3,2:15.3,106.1,,牡4,6,480(+2)
4,2:15.6,2.4,,,3,508(+6)
5,2:15.6,206.2,,,5,466(-4)
1,1:51.3,8.9,牝4,55,6,464(+2)
2,1:52.0,2.3,牡4,57,3,454(+2)
3,1:52.4,8.0,牡4,57,8,494(-6)
4,1:52.5,6.2,牡4,57,2,496(0)
5,1:52.7,35.9,牡4,57,3,462(+2)
1, 1:36.1, 3.9, 牡2, 54, 1.1, 490(-4)
2,1:36.3,4.8,牡2,54,5,506(-4)
3,1:36.4,47.3,牡2,54,6,446(-2)
4,1:36.6,5.6,牝2,54,2,456(-2)
5,1:37.1,3.6,牡2,54,4,446(+8)
1,1:24.2,3.4,牝3,54,7,496(+2)
2,1:24.2,5.7,牝3,54,8,422(0)
3,1:24.6,4.6,牝3,54,2,456(0)
4,1:25.2,45.7,牝3,54,6,434(-4)
5,1:25.2,3.6,牝3,54,4,412(0)
1,1:51.2,2.6,牡3,56,4,462(-8)
2,1:51.8,5.1,牡3,56,7,498(-2)
3,1:52.4,34.6,牡3,56,8,446(0)
4,1:52.9,41.4,牡3,55,6,402(+2)
5,1:52.9,6.4,牡3,56,3,494(+6)
1,2:30.1,6.2,牡3,56,2,462(+2)
2,2:30.5,7.7,牝3,54,4,426(+4)
3,2:30.7,6.5,牡3,56,6,470(+2)
4,2:30.9,3.8,セ3,56,7,432(-2)
5,2:31.0,19.7,,牡3,8,470(-6)
1,1:24.6,2.2,牝2,54,5,434(0)
2,1:25.3,5.6,牡2,54,1,448(0)
3,1:25.3,93.5,,牡2,6,488(0)
4,1:25.5,29.3,,牡2,7,512(0)
5,1:25.6,163.3,,牡2,1,440(0)
1,1:11.9,1.7,牡2,54,3,478(0)
2,1:12.0,4.2,牡2,54,8,468(0)
3,1:12.3,7.4,牡2,54,5,446(0)
4,1:13.0,14.2,,牝2,2,438(0)
5,1:13.1,20.2,,牝2,8,452(0)
1,1:35.3,3.5,牝3,52,8,462(0)
2,1:35.5,2.6,牡3,54,7,508(+2)
3,1:35.6,12.6,牡4,57,8,462(+4)
4,1:36.5,14.3,,牡6,4,504(0)
5,1:36.5,13.6,,牡5,3,458(-4)
1,1:10.4,5.9,牝3,52,7,462(+6)
2,1:10.9,4.3,牝3,52,4,428(+4)
3,1:11.0,13.2,牝3,49,4,462(0)
4,1:11.1,2.0,牝3,52,7,474(+4)
5,1:11.1,22.4,牝5,55,8,460(+2)
1,2:03.2,1.4,牡3,54,6,452(0)
2,2:03.4,5.5,牡5,57,7,490(+6)
3,2:04.4,6.5,牡3,54,3,454(0)
4,2:04.8,24.5,,牝4,8,420(-2)
5,2:05.0,14.4,,牡4,8,492(+12)
1,1:10.7,5.3,牝3,52,5,484(+2)
2,1:10.7,1.5,牡4,57,4,520(+10)
3,1:11.2,5.8,牡4,57,2,464(0)
4,1:11.5,14.3,牝5,55,1,476(+4)
5,1:11.5,25.4,牝5,55,3,476(+8)
1,1:22.2,2.6,牡3,54,7,510(0)
2,1:22.2,5.3,牡4,56,8,518(-6)
3,1:22.4,5.6,,牝4,1,434(+4)
4,1:22.4,52.6,,,6,490(-12)
5,1:22.5,14.6,,,2,504(0)
1,1:49.4,4.1,牡3,54,2,478(+4)
2,1:49.4,3.3,牡3,54,6,474(-2)
3,1:49.4,6.4,,牡3,8,490(0)
4,1:49.9,6.8,,牝3,3,530(+10)
5,1:50.8,132.0,,セ4,8,500(-2)
1,3:25.9,4.6,牡5,60,5,512(-2)
2,3:26.2,6.4,60,1.3/4,1,508(-4)
3,3:26.2,4.2,クビ,,4,568(-2)
4,3:26.3,6.7,,,8,486(-16)
5,3:28.0,68.0,,牡5,6,452(-4)
1,1:35.9,4.2,牡3,56,1,482(-4)
2,1:36.0,43.6,牝3,54,8,452(+8)
3,1:36.2,5.5,,牡3,8,466(-8)
4,1:36.2,43.9,,牝3,8,402(-4)
5,1:37.1,39.9,,牝3,5,448(0)
1,1:51.1,5.1,牝3,51,4,458(+8)
2,1:52.2,1.9,牝3,54,2,482(+2)
3,1:53.1,229.8,牝3,53,3,486(-8)
4,1:53.2,6.6,牝3,54,8,506(+2)
5,1:53.6,142.1,牝3,54,6,518(-4)
1,1:11.8,5.0,セ3,56,5,466(0)
2,1:11.9,3.5,牝3,51,4,456(-4)
3,1:12.0,4.9,牡3,56,6,480(-6)
4,1:12.1,4.1,,牡3,3,452(0)
5,1:12.3,193.4,,牝3,8,450(0)
1,1:36.4,3.2,牡2,54,1,488(0)
2,1:36.4,3.0,牡2,54,3,454(0)
3,1:37.1,6.2,牝2,54,7,442(0)
4,1:37.2,52.4,,牝2,4,432(0)
5,1:37.4,53.2,,牡2,3,450(0)
1,1:10.3,3.0,牝3,54,2,480(+8)
2,1:10.3,4.3,牝3,54,8,436(-2)
3,1:10.3,6.9,牝3,54,7,470(+2)
4,1:10.6,9.6,牡3,56,5,446(-2)
5,1:10.7,151.7,牝3,54,4,422(+18)
1,1:23.5,31.7,牡3,54,3,448(+2)
2,1:23.9,20.3,牡7,57,8,518(+2)
3,1:23.9,4.0,牡3,54,7,482(0)
4,1:24.2,5.1,牡3,54,7,510(0)
5,1:24.2,39.3,牡4,57,8,500(0)
1,1:22.6,15.2,牝4,55,4,454(-4)
2,1:22.7,4.1,牝3,52,8,404(-2)
3,1:22.8,37.2,牝5,55,7,408(+16)
4,1:22.9,16.4,牝3,52,1,434(-4)
5,1:22.9,5.8,牝3,52,8,448(+6)
1,2:26.0,3.5,牡3,54,2,496(-10)
2,2:27.5,2.1,牡3,54,7,460(0)
