rank,time,odds,old,jockey_weight,frame_order,horse_weight
4,1:35.9,26.4,,,4,472(0)
5,1:36.0,5.4,,,7,424(0)
1,1:12.5,7.5,牡5,54,5,508(+6)
2,1:12.5,4.6,牝3,50,6,504(-10)
3,1:12.6,10.7,牡3,55,3,466(+14)
4,1:12.7,9.3,,牡3,7,492(0)
5,1:12.7,187.0,,牡7,4,500(+4)
1,1:20.5,2.5,牝3,53,8,436(+10)
2,1:20.5,5.3,牡3,55,8,472(+2)
3,1:20.9,48.2,牝4,55,4,462(-6)
4,1:21.0,26.5,牝3,50,6,452(-6)
5,1:21.0,41.4,牡4,57,7,476(+8)
1,1:46.5,3.5,牡5,57,5,488(-4)
2,1:46.7,6.0,牡3,54,6,460(-4)
3,1:46.8,3.5,牡3,54,2,492(+2)
4,1:46.8,5.2,,牡3,1,462(+2)
5,1:46.8,36.3,,,4,452(+7)
1,2:24.9,3.0,牡3,53,3,448(+2)
2,2:25.0,13.9,牡8,53,1,488(0)
3,2:25.1,13.4,牝3,51,4,446(0)
4,2:25.3,30.0,,牡3,8,472(+10)
5,2:25.3,4.6,,牡4,5,464(0)
1,2:03.8,1.6,牡4,57,6,512(0)
2,2:04.4,69.6,牡5,57,5,492(-6)
3,2:04.8,9.6,牡5,57,4,460(+8)
4,2:04.9,15.3,牝6,55,5,504(+2)
5,2:05.2,9.3,セ4,57,7,504(-10)
1,1:32.7,3.1,牡3,54,1,468(+6)
2,1:32.7,3.5,牡5,57,6,482(-2)
3,1:32.8,5.7,牝4,54,4,468(+12)
4,1:32.9,28.2,牡7,56,4,450(+2)
5,1:32.9,9.2,牡6,57,6,532(-4)
1,1:24.0,55.9,牡5,54,3,502(-4)
2,1:24.0,17.3,牡3,54,8,476(0)
3,1:24.0,19.5,牡5,57,4,462(-2)
4,1:24.3,3.0,牡4,57,8,466(-4)
5,1:24.3,7.8,,牡7,2,494(-20)
1, 1:54.6, 4.3, 牝3, 53, 8, 446(-4)
2,1:54.6,2.6,,牝3,8,514(-4)
3,1:54.7,7.4,,,5,498(-2)
4,1:54.8,33.6,,,5,498(-4)
5,1:55.0,10.3,,,4,478(-2)
1,1:11.6,3.7,セ3,56,7,472(+2)
2,1:11.7,3.5,牝3,54,4,486(+2)
3,1:11.9,14.8,牡3,56,5,470(+8)
4,1:11.9,24.0,牡3,56,6,500(-2)
5,1:12.1,6.0,牡3,56,2,474(-6)
1,1:52.9,1.5,牡3,56,5,462(-6)
2,1:53.1,5.7,牝3,54,4,510(-4)
3,1:53.2,7.8,牡3,56,7,474(+4)
4,1:54.0,9.2,牡3,56,6,458(+2)
5,1:54.1,45.9,牡3,56,3,492(-4)
1,1:35.6,2.3,牝3,54,8,430(-2)
2,1:35.8,97.8,牝3,54,5,432(+6)
3,1:35.9,3.7,牝3,53,7,438(+4)
4,1:36.0,16.6,牝3,54,1,456(-2)
5,1:36.5,168.3,牝3,54,4,408(0)
1,2:02.7,7.0,牡3,56,8,500(0)
2,2:02.7,2.9,牡3,56,8,496(+2)
3,2:03.1,113.7,牡3,56,6,466(-12)
4,2:03.1,2.1,牡3,56,4,490(+2)
5,2:03.2,6.9,牡3,55,2,454(+2)
1,1:50.8,6.9,牡3,56,6,476(+10)
2,1:51.6,9.1,牡3,55,4,516(+2)
3,1:51.8,8.6,牡3,56,3,454(-6)
4,1:51.9,73.5,牡3,56,5,438(-12)
5,1:52.0,56.4,,牡3,4,472(+2)
1,1:24.7,3.1,牝4,55,3,444(+6)
2,1:24.9,25.6,牝4,55,8,428(+6)
3,1:25.1,30.1,牝4,55,5,438(+2)
4,1:25.1,7.6,牝4,55,7,474(+14)
5,1:25.2,22.2,牝4,52,4,450(+2)
1,1:53.0,3.3,牡4,57,8,468(-4)
2,1:53.1,6.0,牡4,57,1,446(+2)
3,1:53.4,40.2,牡4,57,5,510(-2)
4,1:53.7,1.7,,セ4,4,430(-6)
5,1:53.7,36.8,,,3,520(-4)
1,1:48.1,6.9,牝3,54,7,452(-4)
2,1:48.5,6.9,牝3,54,1,450(-2)
3,1:48.5,48.4,牝3,54,6,488(-6)
4,1:48.6,10.6,牝3,54,5,464(-4)
5,1:48.8,2.6,牝3,54,8,460(+4)
1,1:33.9,2.7,牡4,56,3,460(-10)
2,1:34.0,5.2,牡4,55,8,478(-4)
3,1:34.6,8.5,牡4,55,5,482(0)
4,1:34.7,18.9,牡5,54,7,468(+2)
5,1:34.7,7.8,,牝6,4,500(+8)
1,1:47.9,2.9,牡3,56,7,488(0)
2,1:48.0,2.1,,牡3,2,456(-6)
3,1:48.4,9.8,,牡3,5,486(-6)
4,1:48.7,56.7,,牡3,7,480(0)
5,1:48.9,55.6,,牡3,8,460(-12)
1,1:11.1,4.9,牝6,55,5,502(+14)
2,1:11.1,4.1,牡5,57,8,452(0)
3,1:11.2,3.9,牡4,57,2,494(0)
4,1:11.4,6.9,牡6,57,3,488(-6)
5,1:11.9,33.4,牡4,57,7,492(0)
1,1:53.6,2.6,牡3,56,5,436(+6)
2,1:53.9,6.7,牡3,55,3,470(-2)
3,1:54.0,17.3,牡3,56,8,520(+12)
4,1:55.2,8.6,牡3,56,1,560(0)
5,1:55.4,28.1,,牡3,5,480(+4)
1,1:12.8,9.3,牝3,52,8,480(+8)
2,1:12.9,5.6,牝3,53,6,446(-6)
3,1:13.0,12.7,牝3,53,5,488(-8)
4,1:13.1,22.5,牝3,53,7,432(-2)
5,1:13.1,43.2,牝3,54,2,426(-2)
1,1:52.3,8.4,牡3,55,4,512(0)
2,1:52.7,3.0,牡3,56,6,502(0)
3,1:52.8,86.5,牡3,55,7,526(+4)
4,1:52.9,6.7,牡3,56,3,526(0)
5,1:53.4,2.0,牡3,55,3,490(+4)
1,3:22.0,9.3,牡6,60,4,490(+4)
2,3:22.6,14.4,60,3.1/2,2,500(0)
3,3:22.6,48.1,クビ,,7,496(-2)
3,3:22.6,18.7,,,8,516(+2)
5,3:23.1,73.2,,牡7,6,452(+4)
1,1:24.6,11.5,牡3,56,5,490(0)
2,1:24.6,27.1,牡3,56,5,478(+6)
3,1:24.9,2.3,牡3,55,6,462(-8)
4,1:25.2,19.9,牡3,56,6,438(-10)
5,1:25.2,4.3,,牡3,3,460(-4)
1,1:48.7,16.7,牡3,55,2,462(+4)
2,1:48.8,9.7,牡3,56,4,486(-18)
3,1:48.9,3.2,牝3,54,8,432(+2)
4,1:48.9,67.6,牝3,54,4,446(0)
5,1:49.4,70.2,,牡3,6,430(+6)
1,1:22.2,21.2,牡3,53,4,456(-6)
2,1:22.4,3.0,牡3,56,5,472(-2)
3,1:22.4,19.1,牝3,54,4,436(-10)
4,1:22.5,4.5,牝3,54,6,478(-2)
5,1:22.7,15.0,,牡3,5,452(+2)
1,1:52.1,2.0,牡4,54,3,438(-2)
2,1:52.2,4.9,セ6,56,7,522(+2)
3,1:52.4,8.6,牡4,56,7,506(+16)
4,1:53.5,7.3,牡4,57,5,490(+4)
5,1:53.7,6.4,牡4,56,2,466(-12)
1,2:01.4,9.1,牝4,55,1,460(+6)
2,2:01.5,3.4,牝4,55,7,464(+4)
3,2:01.6,45.9,,牝4,4,452(+6)
4,2:01.6,2.9,,牝4,8,544(+22)
5,2:01.8,6.0,,牝5,6,418(+4)
1,1:35.4,6.4,牝5,55,4,472(0)
2,1:35.6,4.7,,牡4,1,470(-4)
3,1:35.6,2.0,,牝4,3,458(-8)
4,1:35.6,34.1,,牝5,7,458(-2)
5,1:35.7,5.6,,牝5,8,478(-4)
1,1:34.1,5.3,牡4,56,2,496(-4)
2,1:34.1,3.1,牡6,57,7,492(-8)
3,1:34.6,69.5,牡5,56,6,484(+2)
4,1:34.7,12.5,牡6,56,4,452(+2)
5,1:34.8,11.1,牡5,56,4,486(-4)
1,1:52.5,3.2,牝4,54,7,506(-4)
2,1:52.8,6.0,牡5,57,6,508(+6)
3,1:52.8,12.2,牡5,55,3,506(+2)
4,1:53.0,9.6,セ4,56,8,470(0)
5,1:53.1,21.8,牝6,55,4,452(+2)
1,1:25.6,8.2,牝3,54,1,478(-12)
2,1:26.0,3.4,牝3,54,3,442(-2)
3,1:26.1,2.9,牝3,53,6,424(-2)
4,1:26.7,21.3,牝3,53,2,406(+2)
5,1:26.9,9.9,,牝3,4,450(+10)
1,1:12.9,4.8,牝3,54,6,454(+16)
2,1:13.4,2.4,,牝3,2,510(+4)
3,1:13.4,15.1,,牝3,7,476(+2)
4,1:13.6,318.4,,牡3,3,460(+8)
5,1:13.7,6.9,,牡3,3,484(-8)
1,2:07.9,3.8,牡3,56,4,486(-2)
2,2:07.9,16.3,,牡3,3,526(-2)
3,2:08.7,10.7,,牡3,2,470(+4)
4,2:09.0,90.6,,セ3,5,480(-8)
5,2:09.1,8.0,,牡3,8,480(0)
1,1:35.0,3.6,牡3,56,7,500(+6)
2,1:35.1,1.8,牡3,56,3,434(-2)
3,1:35.2,39.7,牝3,54,2,412(0)
4,1:35.2,8.3,,牝3,7,448(+2)
5,1:35.4,226.8,,牡3,1,490(0)
1,1:24.6,3.3,牡3,56,2,490(0)
2,1:25.2,11.4,牡3,56,4,518(+6)
3,1:25.3,2.8,牝3,52,6,510(-6)
4,1:25.4,13.3,セ3,56,7,478(0)
5,1:26.0,12.8,,牡3,5,474(0)
1,1:53.2,3.0,セ6,57,2,506(+4)
2,1:53.3,4.9,セ4,57,3,502(+4)
2,1:53.3,1.8,牡5,55,6,492(0)
4,1:53.4,8.7,牡5,57,4,514(+28)
5,1:54.9,60.6,牡4,57,1,456(-4)
1,1:24.3,1.8,牡4,57,8,492(-2)
2,1:24.6,235.7,牡7,57,6,506(0)
3,1:24.7,9.1,牡5,57,8,484(0)
4,1:24.9,33.1,牡4,57,7,516(-4)
5,1:25.0,3.5,牡7,57,4,512(-4)
1,3:31.5,7.2,牡8,60,5,470(+6)
2,3:31.6,4.9,60,1/2,3,556(0)
3,3:32.1,3.8,3,,4,500(0)
4,3:32.5,61.3,,,6,490(-8)
5,3:32.7,14.4,,牡7,4,488(+18)
1,2:27.4,1.8,牡3,56,4,448(-8)
2,2:27.5,12.7,牡3,56,3,490(-4)
3,2:27.6,3.6,牡3,56,1,500(-4)
4,2:28.0,26.8,牡3,56,5,490(0)
5,2:28.3,5.0,牡3,56,6,448(0)
1,1:59.7,4.1,牡4,57,6,438(-6)
2,1:59.9,41.9,牡6,57,7,496(+10)
3,2:00.1,3.4,牡6,57,4,492(-4)
4,2:00.2,21.3,,牡5,2,510(-4)
5,2:00.4,8.5,,牡4,8,494(0)
1,1:22.5,1.9,牡4,55,3,490(+6)
2,1:22.6,10.2,牡6,57.5,6,540(+7)
3,1:23.2,16.4,牡7,55,7,488(-8)
4,1:23.5,46.2,牡5,54,8,500(-2)
5,1:23.5,97.6,牡5,55,5,518(+32)
1,1:53.2,3.4,牡4,57,3,444(-4)
2,1:53.4,21.9,牡4,56,6,466(-2)
3,1:53.4,23.1,牡6,57,5,444(+4)
4,1:53.6,44.9,牝5,55,6,508(0)
5,1:53.7,2.4,牡5,57,2,540(+6)
1,1:55.5,24.4,牝3,52,4,448(0)
2,1:56.1,22.4,牝3,54,3,458(0)
3,1:57.3,159.3,牝3,54,8,458(+10)
4,1:57.4,2.4,牝3,53,1,482(+4)
5,1:57.7,30.3,牝3,54,6,472(-4)
1,1:25.1,2.2,牡3,56,8,502(0)
2,1:25.5,4.9,牡3,56,2,482(0)
3,1:25.7,22.0,,牡3,5,512(-8)
4,1:25.8,17.7,,,6,506(+4)
5,1:25.9,50.2,,,7,502(0)
1,1:55.3,26.8,牡3,56,6,496(-2)
2,1:55.7,1.8,牡3,56,2,532(-6)
3,1:55.9,18.3,牡3,56,6,484(0)
4,1:56.3,23.9,牡3,56,5,484(0)
5,1:56.3,6.8,牡3,56,1,476(-8)
1,2:28.2,2.4,牡3,56,8,490(0)
2,2:28.6,10.8,牡3,56,6,452(-14)
3,2:28.9,51.2,牡3,56,6,510(-2)
4,2:28.9,231.1,,牡3,5,482(-2)
5,2:29.0,416.2,,牡3,4,510(-8)
1,1:53.8,4.3,牡3,56,7,536(+2)
2,1:53.8,4.0,牡3,56,5,492(-2)
3,1:54.1,16.9,,牡3,2,472(0)
4,1:54.3,24.3,,牝3,7,448(-4)
5,1:54.3,9.6,,牡3,8,550(+4)
1,2:00.2,22.2,牡5,57,3,512(+2)
2,2:00.3,1.5,牡4,57,1,436(-2)
3,2:01.1,17.5,セ4,55,7,480(-12)
4,2:01.1,5.0,牡4,56,5,492(0)
5,2:01.2,10.7,牡4,57,8,502(-6)
1,1:11.2,4.1,牡5,57,5,516(+4)
2,1:11.5,31.2,牡6,55,4,506(0)
3,1:12.1,9.9,,牝5,4,468(+4)
4,1:12.1,86.5,,牝7,7,462(+2)
5,1:12.3,137.8,,セ8,3,484(+4)
1,1:24.6,4.4,牝4,54,5,496(+14)
2,1:25.0,6.2,,牝4,7,480(+4)
3,1:25.1,37.8,,牝5,2,506(+6)
4,1:25.2,7.1,,牝4,1,496(+2)
5,1:25.3,4.7,,牝5,8,452(-4)
1,1:08.7,6.1,牝6,55,4,498(-2)
2,1:08.8,5.9,牝5,55,6,448(0)
3,1:08.9,23.3,牡4,57,5,468(+2)
4,1:09.0,13.6,牡7,57,2,458(+4)
5,1:09.1,91.3,牡7,57,3,482(-4)
1,1:45.3,5.4,牝4,53,6,494(0)
2,1:45.5,4.3,牡4,55,8,456(+2)
3,1:45.8,7.5,牡4,55,1,456(+2)
4,1:45.9,2.7,牡4,56,2,452(-2)
5,1:46.0,159.0,,牡9,4,512(-10)
1,1:58.4,4.1,牝5,55,5,520(+2)
2,1:58.4,5.2,牝4,55,8,454(-6)
3,1:58.5,3.8,牡4,57,6,456(-2)
4,1:58.6,68.2,牡6,57,8,486(+12)
5,1:58.8,5.2,牡5,57,4,466(+8)
1,1:23.9,5.5,牝5,55,4,490(-14)
2,1:24.0,4.7,牡6,57,7,548(-4)
3,1:24.2,11.6,牡7,57,5,492(0)
4,1:24.2,15.3,牝6,55,3,462(0)
5,1:24.2,2.9,牡7,57,6,452(+4)
1,1:25.4,1.7,牡3,56,2,478(-6)
2,1:26.1,3.1,牡3,56,3,444(0)
3,1:26.2,11.5,牡3,55,6,528(+18)
4,1:26.4,15.2,,セ3,5,518(-16)
5,1:26.8,62.1,,牡3,3,482(-10)
1,1:54.4,10.8,牡3,56,7,544(0)
2,1:54.7,1.8,牡3,56,8,516(+2)
3,1:55.4,23.8,牡3,53,1,502(-4)
4,1:56.2,76.5,牡3,56,6,460(0)
5,1:56.3,48.9,,牡3,2,494(+2)
1,1:12.3,4.1,牝3,54,1,490(+2)
2,1:13.2,11.2,牡3,56,5,526(+4)
3,1:14.2,139.0,牡3,56,6,522(0)
4,1:14.3,4.5,,牝3,7,444(-2)
5,1:14.6,200.4,,牡3,4,486(-4)
1,1:22.0,2.5,牡3,56,2,474(+4)
2,1:22.0,6.0,牝3,54,5,424(-4)
3,1:22.2,5.0,牡3,56,8,450(-8)
4,1:22.4,9.0,牝3,54,8,478(-6)
5,1:22.6,8.1,牡3,56,8,492(0)
1,1:52.7,7.7,牝3,53,7,474(+4)
2,1:53.2,37.1,牝3,54,7,440(-4)
3,1:53.4,15.3,牡3,56,3,468(+2)
4,1:53.5,6.5,牡3,56,6,486(-4)
5,1:53.5,15.8,牡3,56,1,444(+6)
1,1:34.6,3.6,牡3,56,3,454(-6)
2,1:34.8,2.5,牝3,53,8,456(0)
3,1:34.8,11.5,牡3,53,4,428(0)
4,1:35.0,5.6,牡3,56,8,440(-14)
5,1:35.0,6.5,牡3,56,2,468(-10)
1,1:54.0,1.7,牝4,55,5,498(+14)
2,1:54.7,3.3,牝4,55,6,500(+8)
3,1:55.0,6.8,牝4,55,8,472(-2)
4,1:55.3,14.7,牝4,55,1,442(-2)
5,1:55.5,10.3,牝5,55,3,472(-2)
1,1:12.7,3.6,牡5,57,1,454(+2)
2,1:12.7,4.2,牝5,55,7,480(+8)
3,1:13.2,18.6,牡4,57,3,514(+2)
4,1:13.5,26.4,,牡6,1,490(+2)
5,1:13.5,6.2,,牡4,5,480(+12)
1,1:33.9,15.7,牝6,55,7,494(-6)
2,1:34.1,3.6,牡4,57,6,466(+6)
3,1:34.1,4.7,牡4,57,1,478(-4)
4,1:34.4,130.6,牡7,57,3,506(+2)
5,1:34.6,2.9,牡5,57,8,460(-2)
1,2:28.6,2.1,牡5,57,8,482(+2)
2,2:28.6,2.7,牡4,57,1,478(0)
3,2:28.9,5.7,牡5,57,5,504(-4)
4,2:29.2,18.1,牡7,57,4,476(-6)
5,2:29.5,57.8,牡6,57,7,500(+4)
1,1:32.9,3.2,牝5,54,1,458(-2)
2,1:33.1,14.0,牝5,55,8,490(+16)
3,1:33.2,116.8,,牝6,5,450(-10)
4,1:33.3,7.1,,牝4,2,468(-4)
5,1:33.3,2.9,,牝4,7,486(+22)
1,1:53.4,19.9,牡4,57,8,442(+4)
2,1:53.5,8.5,牡4,57,2,456(+4)
3,1:53.5,4.6,牡4,57,3,516(0)
4,1:54.0,2.6,牡5,56,6,512(-2)
5,1:54.0,7.1,牡6,57,5,480(-2)
1,1:55.5,6.5,牝3,54,6,508(-12)
2,1:56.2,4.1,,牝3,1,472(+2)
3,1:56.3,208.9,,牝3,2,442(-2)
4,1:56.4,16.0,,,7,490(-4)
5,1:56.6,2.3,,,6,516(+2)
1,1:13.4,61.9,牡3,56,5,444(-4)
2,1:13.4,2.5,牡3,56,4,488(+8)
3,1:13.8,168.5,牡3,56,4,450(-14)
4,1:14.0,23.4,牡3,56,6,454(-2)
5,1:14.1,5.8,牡3,56,2,452(-2)
1,1:54.2,4.5,牡3,56,5,496(+6)
2,1:54.9,59.1,牡3,56,8,474(0)
3,1:55.3,3.3,牝3,54,4,508(-2)
4,1:55.3,130.7,牡3,56,5,436(-6)
5,1:55.7,48.2,牡3,56,1,492(-6)
1,2:03.1,1.7,牡3,56,3,492(0)
2,2:03.3,3.4,,牡3,1,480(-2)
3,2:03.3,16.8,,牡3,4,448(-4)
4,2:04.2,6.4,,牡3,5,454(+6)
5,2:04.4,27.7,,牝3,7,430(0)
1,1:12.4,16.8,牡3,56,6,498(-16)
2,1:12.6,4.6,,牡3,6,496(-2)
3,1:13.3,3.5,,牡3,7,510(+4)
4,1:13.7,19.0,,牝3,8,460(-8)
5,1:13.7,9.1,,牡3,7,512(0)
1,2:05.8,2.3,牡5,57,7,476(-4)
2,2:07.1,19.9,牡5,54,8,472(+8)
3,2:07.2,4.0,牡4,57,2,482(+2)
4,2:07.8,4.8,牡4,57,4,516(-2)
5,2:08.2,8.1,牡6,57,6,476(-2)
1,1:34.9,10.8,牡4,57,4,476(+12)
2,1:35.6,32.2,,牝4,6,466(+16)
3,1:35.8,10.4,,,8,502(+8)
4,1:35.8,168.7,,,4,484(+16)
5,1:35.9,112.3,,,3,486(-6)
1,1:24.4,10.2,牡4,54,1,510(+12)
2,1:24.5,8.1,牡6,56,5,486(+2)
3,1:24.7,42.9,牡5,54,7,474(+2)
4,1:24.8,18.5,牡4,54,3,450(+4)
5,1:25.0,3.7,,牡4,1,526(-2)
1,2:03.6,5.6,牝3,54,2,468(+4)
2,2:03.8,4.9,牝3,54,7,442(+2)
3,2:03.8,1.9,牝3,54,5,438(0)
4,2:04.1,13.1,牝3,54,4,488(-6)
5,2:04.3,5.7,牝3,54,3,404(0)
1,1:09.9,7.5,牡6,55,7,504(+2)
2,1:09.9,31.1,牡8,54,8,494(+10)
3,1:10.2,8.4,牝4,54,3,488(+2)
4,1:10.3,9.6,セ7,55,2,508(+6)
5,1:10.4,6.8,牡5,55,3,448(0)
1,1:36.1,4.2,牝3,55,5,466(0)
2,1:36.3,3.7,牝3,55,8,482(-6)
3,1:36.6,35.5,牝3,55,2,416(0)
4,1:36.8,8.8,牝3,55,6,442(-4)
5,1:36.9,10.4,牝3,55,7,470(+6)
1,1:51.6,2.8,牡4,57,8,476(+4)
2,1:52.0,9.2,牡6,57,4,492(-4)
3,1:52.0,5.4,牡5,57,2,476(+8)
4,1:52.1,12.7,,牝6,3,512(-2)
5,1:52.2,154.9,,牝5,8,464(+8)
1,1:25.2,3.3,牝3,54,5,484(-8)
2,1:25.2,4.0,牝3,54,3,468(0)
3,1:26.1,31.3,牝3,54,5,428(0)
4,1:26.1,53.9,牝3,54,1,438(-12)
5,1:26.4,14.8,牝3,54,2,414(-12)
1,1:52.9,2.9,牡3,56,8,510(-10)
2,1:53.4,134.0,牡3,53,5,442(0)
3,1:53.4,2.6,牝3,54,4,460(-4)
4,1:53.9,18.0,,牡3,6,532(+12)
5,1:54.2,5.7,,,1,520(-8)
1,1:11.8,12.2,牡3,56,1,432(-8)
2,1:12.2,9.8,牡3,56,2,448(-2)
3,1:12.5,7.3,牝3,53,6,404(-2)
4,1:12.6,3.9,牡3,56,6,470(0)
5,1:12.8,5.9,牡3,56,8,508(-2)
1,1:48.2,2.2,牝3,54,5,462(0)
2,1:48.2,36.0,牝3,54,7,446(-2)
3,1:48.5,3.2,牝3,53,3,426(-2)
4,1:48.9,116.6,牝3,54,4,450(-2)
5,1:49.2,4.7,牝3,54,1,428(0)
1,2:16.7,5.7,牡3,56,5,510(0)
2,2:16.9,41.2,,牡3,2,464(-2)
3,2:16.9,3.1,,,8,496(0)
4,2:17.0,12.4,,,7,480(-4)
5,2:17.2,6.3,**,,2,400(0)
1,1:09.6,8.9,牝3,54,7,452(0)
2,1:09.9,52.1,牝3,54,8,472(0)
3,1:09.9,52.9,,牝3,4,456(+4)
4,1:10.0,44.9,,牝3,7,478(0)
5,1:10.1,5.6,,牝3,3,412(0)
1,1:51.9,3.0,牡5,57,5,488(-4)
2,1:52.2,8.0,牡4,57,8,516(+8)
3,1:52.5,3.7,セ6,56,7,522(0)
4,1:52.9,2.8,セ4,57,2,500(-2)
5,1:53.1,19.2,牡4,57,4,490(0)
1,1:23.7,18.1,牡4,57,6,502(-4)
2,1:23.7,4.5,牡5,57,2,492(+8)
3,1:23.7,9.8,,牡7,6,500(-6)
4,1:24.0,8.7,,セ5,5,490(-4)
5,1:24.1,4.5,,セ4,8,486(-10)
1,1:48.0,276.2,牡6,57,4,430(0)
2,1:48.1,5.7,,牡6,4,476(0)
3,1:48.1,18.6,,,3,500(+6)
4,1:48.2,24.0,,,7,456(+4)
5,1:48.2,3.6,,,2,474(+4)
1,1:10.6,2.1,セ4,55,3,456(-4)
2,1:10.6,15.8,牡5,55,7,500(+16)
3,1:10.9,4.5,牡4,56,4,530(0)
4,1:11.1,42.0,,牡5,5,472(-2)
5,1:11.1,48.3,,,1,458(0)
1,1:34.3,3.0,牡3,56,5,474(+10)
2,1:34.6,6.2,牝3,54,7,468(-2)
3,1:34.7,7.1,牡3,56,7,450(-4)
4,1:34.7,6.0,牝3,54,6,450(-2)
5,1:35.0,5.7,,牡3,4,474(-8)
1,2:05.1,3.1,牡4,57,3,504(0)
2,2:05.1,19.1,牡5,54,3,524(+2)
3,2:05.2,35.3,牡7,57,4,490(-10)
4,2:05.3,63.2,牡5,57,7,530(0)
5,2:05.3,6.3,牡4,57,6,460(0)
1,1:52.5,1.6,牡3,56,4,504(+2)
2,1:52.9,8.4,牡3,56,7,472(-2)
3,1:53.2,5.5,牡3,56,5,524(-2)
4,1:53.8,6.7,牡3,56,1,518(-8)
5,1:53.9,51.9,牡3,56,3,476(-2)
1,1:25.2,6.8,牡3,53,6,508(+1)
2,1:25.3,1.8,牡3,56,3,480(-2)
3,1:25.4,7.4,,セ3,1,444(0)
4,1:25.6,17.5,,,8,498(0)
5,1:25.8,23.6,,,2,486(0)
1,2:08.7,55.6,牝3,54,2,484(-8)
2,2:08.9,58.7,,牡3,2,492(-12)
3,2:09.0,2.1,,牡3,6,522(-4)
4,2:09.1,266.1,,牝3,1,422(+2)
5,2:09.4,5.4,,牡3,7,464(+4)
1,1:34.6,2.9,牡3,56,7,506(-10)
2,1:35.0,10.2,牡3,56,4,478(-4)
3,1:35.5,307.8,,牡3,3,490(0)
4,1:35.5,6.6,,牡3,7,434(0)
5,1:35.5,5.4,,,6,490(+10)
1,1:24.3,4.7,牡3,56,6,454(-2)
2,1:24.8,166.5,牡3,56,7,456(-2)
3,1:24.8,156.5,,セ3,5,500(+3)
4,1:25.0,3.1,,牡3,5,500(-2)
5,1:25.0,25.6,,牝3,1,430(-4)
1,2:01.6,1.5,牡3,56,5,514(-6)
2,2:01.9,7.7,牡3,56,8,466(-4)
3,2:01.9,7.5,牡3,56,1,468(+2)
4,2:02.1,5.5,牡3,56,4,500(-2)
5,2:02.1,15.7,牡3,56,3,482(+2)
1,1:11.9,12.1,牝5,55,7,486(0)
2,1:12.0,1.5,牝4,55,5,514(-4)
3,1:12.2,46.4,牝4,55,4,418(-4)
4,1:12.3,19.1,牝4,55,8,470(+8)
5,1:12.4,32.3,牝5,55,2,468(+8)
1,2:15.7,5.2,牡5,57,6,494(-2)
2,2:16.1,61.2,牝5,55,2,434(-6)
3,2:16.2,2.2,牡4,57,3,486(-6)
4,2:17.0,2.9,牡4,57,8,440(-4)
5,2:17.1,8.4,牡6,56,7,492(+2)
1,1:21.0,2.3,牡4,57,5,466(+4)
2,1:21.6,11.6,牡5,57,7,456(+2)
3,1:21.7,8.5,牝5,55,8,438(0)
4,1:21.7,13.4,,牡5,6,520(-10)
5,1:21.8,3.6,,牡5,4,456(-4)
1,2:26.7,6.1,牡4,57,2,444(0)
2,2:26.9,6.4,牡4,57,5,528(-2)
3,2:26.9,3.8,牡4,57,1,500(0)
4,2:27.6,20.1,牡6,57,8,466(-10)
5,2:27.9,5.7,,牡4,6,448(+8)
1,1:49.8,7.5,セ8,56,4,480(-5)
2,1:50.1,15.8,セ6,58,6,484(+1)
3,1:50.1,4.9,牡6,57,2,490(-2)
4,1:50.1,14.6,牡4,56,8,510(0)
5,1:50.2,77.6,牡5,56,5,498(+2)
1,1:11.2,63.4,牝4,55,8,512(0)
2,1:11.2,8.1,牡4,57,7,510(-10)
3,1:11.2,3.7,牡6,57,5,468(+2)
4,1:11.3,8.2,牡6,57,1,502(-4)
5,1:11.4,7.0,,牡4,2,468(0)
1,1:26.2,6.0,牝3,54,8,420(+2)
2,1:26.5,8.4,牝3,54,6,412(+2)
3,1:26.6,4.2,牝3,54,7,482(+10)
4,1:26.8,10.6,牝3,54,1,422(-6)
5,1:27.1,5.4,牝3,54,3,464(-2)
1,1:54.6,19.3,牡3,56,8,486(-4)
2,1:55.4,6.5,,牡3,3,474(+2)
3,1:56.1,3.8,,牡3,5,462(-2)
4,1:56.3,15.3,,牡3,6,506(-4)
5,1:56.4,10.7,,牡3,5,492(-4)
1,1:13.1,3.0,牝3,54,6,514(+4)
2,1:13.4,6.6,牡3,56,7,466(-4)
3,1:13.4,48.9,牝3,54,8,466(+4)
4,1:13.5,2.8,牡3,56,2,492(-12)
5,1:13.7,6.6,牡3,55,5,478(+4)
1,2:02.1,20.1,牡3,56,3,458(-2)
2,2:02.4,4.1,牡3,56,5,452(+4)
3,2:02.5,6.2,牝3,54,7,408(+8)
4,2:02.5,4.6,牝3,53,3,440(+2)
5,2:02.5,6.4,牡3,55,4,482(-8)
1,1:36.6,28.3,牡2,54,8,468(0)
2,1:36.7,28.9,牝2,54,6,402(0)
3,1:37.2,2.0,牝2,53,4,488(0)
4,1:37.2,4.7,牡2,54,8,442(0)
5,1:37.2,4.3,牝2,54,5,456(0)
1,1:33.9,2.7,牝3,52,5,436(+20)
2,1:34.1,2.9,,牝3,3,460(0)
3,1:34.2,16.2,,牝4,7,488(-14)
4,1:34.5,40.3,,牝3,1,466(+6)
5,1:34.6,39.1,,牝3,4,418(-10)
1,1:53.2,12.4,セ6,56,6,518(-4)
2,1:53.2,46.4,牡3,54,8,490(-2)
