rank,odds,old,jockey_weight,frame_order,horse_weight
0,17.1,2,54,1,476
0,23.9,2,54,3,440
1,7.4,2,54,5,472
0,8.0,3,52,7,460
0,8.0,3,49,6,468
0,3.3,3,51,6,458
0,3.4,3,53,7,484
0,13.5,3,53,8,478
0,3.0,3,54,8,452
0,2.6,3,52,3,458
0,28.4,5,57,2,466
0,5.1,4,57,1,478
0,6.1,4,57,6,494
0,13.2,5,55,2,482
0,66.0,4,57,3,446
1,3.5,5,57,3,500
1,9.4,4,55,5,484
0,1.8,5,56,5,478
0,27.8,5,58,1,524
0,3.5,4,56,2,432
1,6.7,5,56,7,480
1,16.6,7,58,8,508
0,7.1,3,52,4,504
0,18.7,7,57,8,470
0,3.2,3,54,6,468
1,4.6,4,57,1,502
1,7.2,5,55,8,516
0,50.1,2,51,3,456
0,3.6,2,55,7,482
0,6.4,2,55,6,458
0,2.7,2,55,1,482
0,2.6,2,55,2,454
0,5.3,2,55,7,502
1,42.1,2,54,3,408
1,157.7,2,55,4,494
0,1.9,2,55,3,490
0,3.9,2,54,5,482
0,5.6,2,55,7,444
0,4.3,2,54,5,470
0,2.3,2,55,8,484
0,7.0,2,55,2,444
0,15.8,2,55,3,490
0,7.9,3,55,8,466
0,5.9,3,55,2,488
0,10.8,4,57,4,500
0,7.1,4,52,3,448
0,1.7,3,53,6,440
0,6.5,2,54,7,448
0,22.2,2,54,4,422
0,7.6,5,57,7,450
0,30.7,7,55,5,454
0,21.9,5,57,5,504
1,3.1,3,55,3,482
1,21.3,5,57,4,488
0,10.0,5,51,1,462
0,11.8,5,55,3,480
0,16.2,5,53,7,458
1,92.1,5,51,5,434
1,2.7,4,55,6,512
0,3.5,3,55,7,452
0,21.6,2,55,2,470
0,1.4,2,55,4,500
0,5.2,2,52,8,478
1,23.2,2,55,7,504
0,3.1,2,55,8,476
0,40.0,2,54,5,454
0,4.7,2,55,4,494
1,5.1,2,55,5,430
1,6.5,2,55,6,500
0,5.6,2,54,3,450
0,23.0,2,54,3,420
0,3.4,2,55,2,482
0,2.9,3,52,8,470
0,6.0,3,55,8,484
0,4.3,3,55,6,476
0,6.4,3,53,8,490
0,24.3,3,55,3,482
0,35.9,4,57,7,440
0,6.2,3,55,7,506
0,2.7,3,55,3,498
0,9.1,3,55,2,532
0,3.6,3,54,6,468
0,7.1,4,56,6,502
0,34.0,5,53,7,468
0,4.6,4,56,7,478
1,6.6,5,56,4,494
0,32.1,8,57,5,506
0,3.6,4,57,6,472
0,7.4,7,57,7,506
1,40.4,4,56,6,458
0,4.5,4,57,8,522
0,4.4,5,57,5,498
0,34.1,4,55,6,462
1,6.2,4,53,6,520
1,6.5,3,53,8,458
0,5.4,2,54,7,452
0,1.8,2,52,4,472
0,23.4,2,55,5,506
0,2.0,2,55,7,482
0,14.3,2,54,2,422
0,15.0,2,54,3,438
1,2.8,2,55,7,512
1,72.8,2,51,6,430
0,5.2,2,55,8,480
0,14.4,2,51,7,428
0,2.5,2,55,7,436
0,2.3,2,55,2,476
0,2.5,3,53,8,472
0,2.1,3,50,7,478
0,48.3,4,55,1,466
1,10.2,3,53,7,430
0,3.7,3,55,6,498
0,2.8,3,53,5,462
0,38.1,3,55,8,496
0,15.8,3,55,6,432
0,5.7,3,52,5,486
1,51.5,4,57,7,502
1,3.7,3,55,3,508
0,1.3,2,55,1,500
0,8.3,4,55,1,436
0,5.3,4,57,5,472
0,7.4,4,56,6,506
0,11.7,4,56,3,508
0,11.7,7,57,1,522
1,47.5,5,56,2,498
1,54.0,4,56,7,458
0,6.2,4,55,5,480
0,6.3,2,55,3,516
0,10.6,2,54,5,486
0,2.5,2,54,2,464
0,8.1,2,55,4,474
0,3.7,2,54,8,482
0,7.4,2,55,3,542
0,29.5,2,55,3,430
0,48.0,2,55,1,464
0,1.9,2,55,6,472
1,19.9,2,55,6,448
1,7.9,2,55,2,520
0,3.9,3,55,2,488
0,41.3,3,55,3,458
0,1.8,3,53,8,420
1,14.5,3,55,4,496
1,16.2,4,53,5,504
0,3.6,3,50,6,458
0,3.0,4,57,2,470
0,6.4,7,57,8,516
1,42.6,4,54,5,510
0,13.6,5,57,5,494
0,4.4,2,55,4,476
0,6.2,2,55,1,482
0,2.4,3,53,5,444
0,8.9,3,55,6,448
0,5.6,3,55,7,494
0,7.3,3,55,5,432
1,40.7,3,55,3,452
1,223.0,3,55,3,432
0,21.3,4,54,3,470
0,7.5,4,56,5,484
0,5.4,2,55,8,428
0,10.6,2,55,4,494
0,3.0,2,54,6,472
0,5.2,2,54,6,470
0,4.3,2,54,7,422
0,1.5,2,55,4,490
0,81.9,2,55,2,514
0,6.2,2,55,7,482
1,9.3,2,55,5,460
1,5.1,2,54,6,466
0,3.2,2,54,1,484
0,10.2,2,55,8,446
0,12.9,2,55,7,444
1,27.8,2,55,3,454
0,8.8,2,53,3,462
0,2.7,3,53,7,486
0,157.8,3,52,7,422
0,15.8,3,53,4,484
1,3.4,3,53,8,466
0,8.7,3,55,4,502
0,20.8,3,55,3,514
0,10.9,3,55,8,494
1,2.8,3,55,6,500
1,79.4,4,54,5,494
0,3.1,3,53,2,486
0,5.3,3,55,7,498
0,3.5,3,54,4,458
0,2.6,3,54,2,486
0,2.8,3,52,8,480
1,15.4,5,53,3,474
1,61.8,3,53,6,502
0,4.9,4,55,4,474
0,5.6,3,53,2,510
0,5.2,4,55,6,478
0,5.5,4,55,8,478
0,16.9,5,54,4,470
0,5.5,5,57,5,506
1,6.3,3,54,6,506
1,49.3,6,57,8,454
0,4.5,4,57,2,496
0,6.6,3,55,8,454
0,27.1,3,53,8,456
1,19.5,8,57,4,530
1,5.4,5,55,5,458
0,5.2,2,55,2,502
0,5.2,2,55,7,464
0,2.9,2,55,4,492
0,2.0,2,55,7,498
0,12.7,2,52,6,506
0,2.4,2,55,2,482
1,8.0,2,55,7,504
0,4.1,2,54,5,468
0,7.2,2,55,3,448
0,8.7,2,55,2,488
1,55.1,2,55,4,472
1,7.4,2,55,3,464
0,3.8,2,54,5,392
0,10.3,2,54,1,496
0,1.7,2,55,7,462
0,5.3,2,54,6,480
0,217.8,2,51,8,422
1,148.8,2,55,2,486
1,3.7,2,55,1,480
0,1.6,3,55,7,474
0,9.6,3,55,7,454
0,35.2,3,55,6,500
1,25.3,4,57,8,540
1,4.2,3,55,3,474
0,1.9,3,55,8,536
0,3.8,5,57,7,502
0,31.2,5,55,3,476
1,23.5,6,57,7,518
1,5.7,3,55,1,478
0,16.2,2,55,2,466
0,8.0,3,53,7,468
0,11.9,5,55,5,456
0,50.7,5,57,1,490
1,14.1,4,55,3,484
1,27.9,5,57,4,484
0,3.4,4,57,2,462
0,8.0,3,57,2,464
0,5.4,3,57,8,474
0,10.7,5,55,7,476
0,6.9,4,57,8,484
0,11.7,7,57,1,512
1,13.9,5,55,5,450
1,6.3,4,57,4,468
0,13.2,2,55,4,506
0,6.9,2,54,7,454
0,2.3,2,55,6,504
0,17.1,2,55,7,464
0,9.9,2,54,8,450
0,8.9,2,54,7,420
0,5.7,2,54,5,520
0,3.0,2,54,3,434
1,12.7,2,54,7,456
1,116.1,2,51,5,486
0,20.9,2,55,3,496
0,3.1,2,55,2,498
0,4.8,2,55,1,474
0,41.4,2,54,4,476
0,1.8,2,55,2,468
1,23.5,2,54,5,456
1,50.7,2,55,7,468
0,4.5,3,55,8,476
0,5.9,3,55,6,460
0,5.6,3,55,7,486
1,8.4,4,57,4,440
0,4.7,4,57,3,500
0,2.9,3,54,1,442
0,5.7,3,54,4,480
1,2.6,3,49,2,456
1,13.8,4,55,5,472
0,4.9,4,55,3,470
0,6.7,3,53,4,462
0,20.9,4,55,7,472
1,17.1,3,55,8,456
0,3.0,2,55,5,462
0,1.5,2,55,4,470
0,12.2,2,55,3,502
0,9.7,4,55,2,480
0,77.7,3,55,7,476
0,1.6,3,55,8,482
1,46.0,4,55,4,418
1,20.9,3,55,6,508
0,3.7,5,55,5,478
0,9.8,6,54,1,466
0,6.7,3,54,3,508
1,3.9,3,54,2,512
0,2.9,3,55,7,504
0,5.8,6,55,8,464
0,4.1,3,55,5,496
1,36.2,6,57,4,492
1,7.0,4,57,3,468
0,1.4,2,55,3,484
0,7.2,2,55,5,452
0,1.5,2,55,6,470
0,6.4,2,55,8,426
0,8.2,2,54,4,500
1,6.2,2,51,2,462
1,78.9,2,54,7,448
0,24.4,2,55,4,496
0,2.6,2,55,6,462
0,13.1,2,54,7,432
0,4.1,2,55,2,468
1,32.7,2,54,4,454
1,51.2,2,55,3,432
0,113.4,2,50,3,470
0,4.5,2,55,4,478
0,7.1,2,54,1,458
0,43.4,3,53,7,458
0,2.6,3,55,1,528
0,5.5,3,55,6,508
0,33.4,3,53,1,492
0,5.3,5,53,3,354
0,4.3,5,55,4,494
0,11.2,7,56,2,506
1,3.7,5,56,1,466
0,18.1,4,54,7,474
0,4.2,7,57,6,500
0,7.2,5,55,7,476
1,44.7,5,54,3,492
1,6.0,5,55,4,518
0,4.2,4,56,1,466
0,40.8,5,57,2,476
0,3.5,3,55,8,464
0,5.3,5,57,6,480
0,13.3,4,57,7,468
1,17.8,4,55,7,482
1,42.2,6,54,6,444
0,3.1,3,56,6,472
0,2.5,3,56,6,458
0,3.5,3,56,4,480
0,7.8,3,56,1,508
1,3.9,3,56,5,464
1,179.0,3,56,3,474
0,10.4,3,56,6,488
0,13.8,3,56,5,462
0,5.6,3,54,5,444
0,5.1,3,56,4,472
1,4.3,3,54,7,422
1,6.3,3,53,6,446
0,2.1,3,54,8,472
0,32.7,3,56,5,472
0,24.3,3,53,6,464
1,10.0,3,56,7,460
1,3.6,3,56,4,496
0,21.3,6,57,2,480
0,1.6,4,56,3,444
0,3.7,5,55,8,510
0,4.9,6,55,1,462
0,7.0,4,55,7,446
1,4.6,4,55,5,482
1,4.5,5,55,4,480
0,6.5,4,56,7,468
0,2.5,4,54,8,464
0,8.5,4,54,3,416
1,9.8,5,57,6,476
1,3.6,4,56,2,474
0,5.1,4,56,6,476
0,1.7,4,54,2,458
0,8.8,6,57,1,532
1,14.0,4,56,4,474
0,1.2,3,55,5,490
0,5.2,3,57,1,474
0,9.8,3,57,6,542
0,14.1,5,54,5,528
0,10.1,8,56,6,504
0,3.7,7,56,1,496
1,7.4,6,55,3,498
1,45.3,6,53,7,498
0,8.9,4,57,6,504
0,6.6,4,55,8,456
0,3.1,4,57,7,482
1,3.9,4,57,5,486
1,22.4,5,57,7,508
0,3.0,3,54,5,464
0,2.5,3,54,7,448
0,44.5,3,54,6,486
1,6.0,3,54,1,470
1,11.3,3,54,3,464
0,2.2,3,56,4,454
0,8.6,3,56,7,504
0,2.5,7,60,2,512
0,11.7,0,5,5,498
0,13.3,3,56,5,496
0,63.1,3,56,4,448
0,1.4,3,56,6,466
1,5.5,3,56,1,518
1,8.4,3,56,2,526
0,1.5,3,54,7,480
0,7.9,3,54,5,410
0,34.6,3,54,7,454
1,91.0,3,54,8,430
1,19.4,3,54,3,426
0,3.2,4,57,4,498
0,5.2,6,57,4,468
0,7.1,5,57,3,502
0,2.3,4,56,6,478
0,4.0,4,56,8,470
0,6.1,4,56,5,472
0,4.7,5,57,7,518
0,3.8,4,56,8,468
1,6.9,5,55,7,492
0,3.5,3,56,6,472
0,1.5,3,57,4,508
0,13.0,3,56,1,482
1,42.1,3,54,5,432
1,78.4,3,56,2,440
0,32.3,6,56,8,500
0,7.9,5,57,3,498
0,4.2,5,57,6,492
0,4.3,4,57,4,498
0,20.7,3,54,6,472
0,3.2,3,54,7,470
0,8.0,3,56,5,458
0,4.0,3,56,2,472
0,5.7,3,56,1,476
1,8.0,3,56,7,484
1,5.2,3,56,8,478
0,3.2,3,56,3,486
0,4.6,3,56,6,486
0,14.1,3,56,1,504
1,25.9,3,56,4,506
1,3.0,3,56,3,500
0,4.1,3,54,4,538
0,5.0,3,56,8,480
0,15.2,3,56,8,450
0,100.2,3,56,4,496
0,81.7,3,54,7,446
0,13.6,3,54,8,450
1,7.7,3,54,2,486
0,1.6,3,56,1,540
0,51.7,3,56,4,478
0,37.1,3,56,3,480
1,5.8,3,56,5,496
1,6.2,3,54,8,460
0,10.7,3,56,3,460
0,8.7,3,54,8,422
0,3.4,3,56,5,458
1,25.5,3,56,2,496
1,1.7,3,56,6,502
0,2.9,5,57,7,526
0,2.3,4,57,3,486
0,2.2,4,57,8,480
0,3.1,4,57,1,518
0,3.9,5,55,7,486
0,2.5,4,57,2,504
0,9.8,5,55,5,442
1,19.2,4,55,4,492
1,8.5,5,57,7,512
0,1.3,3,54,1,460
0,17.2,3,54,8,452
0,4.6,5,57,4,502
0,4.4,4,57,1,534
0,13.3,4,55,6,468
1,8.8,5,54,3,494
0,2.4,3,54,4,496
0,4.7,3,54,3,408
0,9.4,3,54,6,470
1,42.7,3,53,5,438
1,16.5,3,54,7,426
0,1.5,3,55,6,482
0,4.5,3,56,8,502
0,26.8,3,53,3,516
1,81.9,3,55,5,452
1,28.7,3,56,2,538
0,15.1,3,55,2,464
0,3.3,3,56,4,476
0,4.9,3,54,5,458
0,5.2,4,59,7,494
0,6.2,3,56,3,474
0,7.2,3,54,2,444
0,11.3,3,54,1,406
0,49.5,3,56,2,454
0,21.7,3,54,7,456
0,11.8,3,56,1,468
1,3.5,3,56,6,508
1,12.2,3,56,6,468
0,9.1,4,57,7,524
0,13.8,5,57,2,470
0,1.7,4,57,3,490
0,3.6,3,56,2,462
0,3.7,3,56,5,454
0,16.0,4,57,4,486
0,4.5,4,57,7,458
0,15.5,6,57,2,514
1,8.4,4,57,5,472
1,27.9,4,57,7,508
0,16.0,4,53,7,460
0,3.6,7,56,6,472
0,12.2,5,53,8,460
1,10.5,6,53,2,484
1,3.3,4,56,6,456
0,109.8,7,54,2,508
0,3.5,5,56,3,502
0,5.5,5,55,8,478
1,4.7,5,54,8,486
1,12.0,6,56,4,460
0,13.3,4,57,4,478
0,14.5,5,57,7,484
0,16.2,5,57,8,552
1,5.0,7,57,5,458
1,4.2,6,57,3,498
0,5.2,3,54,6,436
0,6.2,3,54,7,452
0,5.8,3,54,8,454
1,13.8,3,54,4,432
1,2.1,3,54,3,448
0,8.9,3,54,2,412
0,2.9,3,56,5,518
0,17.9,3,56,1,476
0,13.5,3,56,8,472
0,3.4,3,56,5,474
0,6.4,3,56,4,496
0,7.1,3,56,8,498
1,3.4,3,56,8,500
1,5.3,3,56,1,490
0,76.5,3,56,6,502
0,2.1,4,57,5,490
0,18.7,4,57,7,472
0,8.9,5,57,5,512
1,3.6,4,57,6,476
1,43.9,6,55,3,486
0,3.0,4,57,2,478
0,93.7,5,55,6,502
0,2.5,6,57,4,466
1,8.6,5,57,4,516
1,13.1,4,54,7,484
0,1.1,8,62,8,516
0,24.0,3,56,2,472
0,47.8,5,55,6,464
0,7.9,6,55,7,510
0,3.8,4,55,8,442
1,6.3,4,55,7,476
0,5.0,6,56,4,498
0,59.4,7,57,1,470
0,1.6,5,55,2,482
0,7.3,4,55,8,514
0,10.3,4,55,4,458
1,7.4,5,55,5,508
1,25.0,5,55,7,464
0,2.3,3,54,8,442
0,5.9,3,54,7,476
0,15.6,3,54,6,432
1,137.8,3,54,8,480
1,109.7,3,54,7,416
0,3.0,3,56,8,490
0,2.2,3,56,2,530
0,5.9,3,56,6,534
0,3.2,3,56,7,482
0,2.0,3,56,6,540
0,9.4,3,54,3,436
0,9.7,3,54,1,452
0,158.9,3,54,5,442
1,37.0,3,54,6,458
1,66.9,3,54,3,442
0,5.0,3,56,5,484
0,3.8,3,56,7,468
0,4.1,3,56,5,466
0,5.9,3,56,6,460
0,9.1,3,56,1,502
1,1.9,3,56,4,484
1,32.9,3,56,8,456
0,1.9,3,55,1,460
0,7.1,3,56,4,488
0,56.8,3,56,5,436
1,12.4,3,56,8,450
0,4.4,4,57,8,494
0,3.4,7,57,6,486
0,3.3,5,57,8,546
1,6.5,6,57,1,514
1,13.8,4,57,2,482
0,9.6,5,55,6,472
0,2.1,5,54,8,438
0,1.9,6,56,4,498
0,7.4,5,55,7,488
0,48.3,7,52,6,454
1,8.9,4,55,8,508
1,23.0,6,54,6,474
0,46.3,3,54,1,480
0,5.8,5,57,8,494
0,6.1,5,57,8,452
0,2.0,4,57,5,484
1,10.3,5,54,4,506
1,22.3,6,57,5,520
0,5.6,3,54,7,454
0,28.5,3,56,6,480
0,29.0,3,56,5,484
0,13.6,3,54,1,460
0,6.1,3,56,7,452
0,1.9,3,54,5,446
0,23.0,3,54,2,378
0,1.3,3,56,5,494
0,2.7,3,56,7,498
0,2.9,5,55,6,450
0,3.0,4,55,7,480
0,9.1,4,55,1,478
1,13.4,4,55,8,418
1,10.5,6,55,4,474
0,5.0,4,57,8,472
0,9.7,4,57,6,466
0,20.7,4,57,8,444
1,2.2,5,57,5,490
1,25.5,5,57,1,526
0,11.1,4,57,6,522
0,5.0,4,57,8,490
0,43.5,7,57,4,488
1,4.1,4,57,5,466
1,9.9,5,57,2,484
0,1.9,4,57,8,472
0,12.5,4,57,4,510
0,5.8,4,57,7,492
0,1.5,3,56,7,482
0,3.2,3,56,4,474
0,12.5,3,56,6,502
1,55.8,3,56,7,486
1,28.2,3,56,2,480
0,8.4,6,57,8,470
0,2.1,4,57,5,470
0,3.0,3,54,8,462
0,4.1,3,54,8,450
0,2.9,3,56,6,504
0,6.1,3,56,8,552
0,6.8,3,56,2,452
0,11.9,3,54,6,452
0,3.6,3,54,6,408
0,3.3,3,56,1,516
1,5.7,3,56,5,412
1,15.0,3,56,5,442
0,13.2,3,54,8,490
0,6.8,3,54,4,488
0,12.6,3,54,4,500
0,3.4,3,56,4,468
0,4.7,5,57,6,476
0,4.7,5,57,4,464
0,4.5,6,57,7,470
1,7.7,4,56,3,478
0,2.7,4,57,8,522
0,9.7,5,57,1,486
0,21.9,5,55,5,460
0,155.2,6,55,8,460
0,4.0,5,54,5,506
0,3.3,4,55,2,434
0,2.2,6,57,8,518
0,20.3,6,56,6,528
0,41.2,6,56,1,498
1,30.7,7,56,6,490
1,7.8,6,56,7,512
0,11.5,6,54,3,512
0,2.6,5,57,5,492
0,5.2,4,57,6,498
1,3.2,4,57,6,502
1,21.9,5,57,1,478
0,5.7,3,54,3,524
0,6.6,3,56,1,480
0,24.8,3,56,2,470
0,11.0,3,56,4,450
1,5.0,3,56,8,456
1,8.6,3,54,3,434
0,2.5,3,56,3,472
0,3.8,3,56,3,470
0,6.3,3,54,8,478
1,9.9,3,56,5,478
1,6.6,3,56,2,482
0,4.7,3,54,3,438
0,18.0,3,54,4,430
0,4.9,3,54,6,436
1,7.8,3,56,1,436
0,3.3,3,56,6,478
0,6.0,3,56,8,506
0,15.9,3,56,5,496
0,4.7,3,54,4,422
0,3.8,3,56,6,450
0,6.0,3,56,7,512
1,12.4,3,56,3,442
1,3.6,3,56,1,458
0,5.3,5,55,7,478
0,90.5,6,55,4,486
0,12.1,5,55,5,446
1,7.0,5,55,2,520
1,26.3,6,55,8,502
0,4.9,4,57,5,484
0,2.4,6,57,8,506
0,45.0,6,56,2,474
1,31.8,4,57,7,458
1,7.7,5,57,8,506
0,4.9,3,54,6,470
0,44.2,3,54,6,488
0,7.8,3,54,2,400
1,9.5,3,54,1,412
1,14.0,3,54,8,444
0,2.7,4,56,5,480
0,5.1,3,56,1,462
0,4.6,3,56,2,492
0,7.6,4,57,2,472
0,9.4,4,57,1,484
0,5.2,5,57,3,516
1,8.9,5,57,4,500
1,2.0,5,57,3,498
0,9.8,3,54,4,446
0,3.1,3,54,7,454
0,3.2,3,54,7,452
1,4.8,3,54,6,470
0,2.3,3,56,5,484
0,10.8,3,56,2,464
0,5.1,3,56,3,480
1,13.7,3,56,2,468
0,4.6,3,56,8,466
0,8.3,3,56,4,458
0,13.8,3,55,3,526
1,2.7,3,56,3,472
0,11.7,4,59,6,478
0,4.6,0,4,6,450
0,69.7,3,55,6,444
0,2.6,3,56,7,510
0,21.5,3,56,2,480
1,8.7,3,56,6,466
1,4.8,3,56,3,490
0,1.8,3,56,3,442
0,26.8,3,56,8,522
0,9.0,3,56,7,460
0,37.9,3,55,6,454
0,12.8,3,56,8,492
0,5.8,3,56,7,518
1,2.6,3,56,5,472
1,5.0,3,56,6,450
0,2.5,7,57,8,478
0,3.0,5,57,5,548
0,8.4,4,54,4,464
1,4.8,5,57,2,500
1,19.8,4,57,3,488
0,33.5,6,55,5,432
0,3.0,4,55,3,508
0,3.3,4,55,8,448
1,7.3,4,55,6,432
1,8.7,5,55,7,470
0,2.0,5,57,1,536
0,42.2,6,55,4,434
0,19.5,6,57,2,500
1,17.7,6,57,8,466
0,11.1,5,56,6,484
0,5.8,6,56,5,514
0,13.5,5,57,8,474
0,5.6,5,54,4,494
0,35.8,5,54,7,492
1,3.3,5,57,8,488
1,5.2,6,57,7,522
0,3.0,3,56,4,476
0,5.1,3,56,4,476
0,3.7,3,56,8,528
1,5.1,3,56,1,490
1,13.0,3,55,3,502
0,1.3,3,56,8,532
0,2.9,3,54,6,484
0,29.7,3,53,3,432
0,4.0,3,54,4,402
1,3.9,3,54,8,436
1,11.8,3,54,5,454
0,4.2,3,56,7,500
0,11.5,3,53,5,446
0,4.9,3,56,3,490
0,35.7,4,54,4,464
0,4.8,6,57,5,534
0,106.0,6,54,7,452
0,10.7,4,57,3,454
0,19.8,6,57,1,512
0,36.1,4,55,6,482
0,15.5,6,60,2,496
0,8.9,3,56,2,472
0,4.4,3,56,4,482
0,5.4,3,56,8,486
1,8.0,3,56,8,480
1,7.6,3,56,3,432
0,5.8,5,57,4,490
0,6.8,4,57,8,458
0,3.2,5,55,8,502
1,37.1,5,55,7,454
1,4.8,4,55,2,438
0,4.9,5,55,5,496
0,3.2,4,55,2,518
0,7.0,8,58,8,478
0,4.3,5,57,4,520
0,16.1,5,57,2,484
0,10.1,5,57,3,512
1,6.4,4,57,7,478
1,10.0,4,56,6,502
0,10.0,3,54,3,440
0,2.5,3,54,6,470
0,8.5,3,54,2,526
1,6.6,3,54,6,460
1,31.1,3,54,1,464
0,188.6,3,56,8,506
0,8.7,3,56,1,530
0,31.1,3,56,7,468
1,2.2,3,54,6,500
1,9.4,3,56,7,476
0,1.3,3,56,5,508
0,35.9,3,55,4,452
0,16.0,3,56,3,466
1,78.1,3,56,1,468
1,50.5,3,53,5,488
0,12.1,3,54,5,468
0,1.8,3,56,6,492
0,4.4,3,56,7,474
0,11.0,3,56,1,456
1,113.2,3,56,3,446
1,14.4,3,56,5,504
0,13.5,5,54,4,460
0,9.8,5,54,5,514
0,19.1,4,55,8,476
0,3.0,4,57,8,484
0,3.8,5,57,5,452
1,23.6,5,57,7,516
1,4.4,6,57,4,512
0,6.2,5,57,8,506
0,6.1,4,57,2,480
0,4.0,4,57,1,528
1,11.6,4,57,4,500
1,30.2,6,57,3,456
0,2.8,4,55,4,480
0,4.0,5,55,1,484
0,5.9,5,55,5,474
1,4.1,4,55,3,466
1,30.1,8,52,8,498
0,22.2,5,57,3,524
0,4.1,5,57,4,508
0,8.2,4,57,2,468
1,37.4,6,57,1,506
1,9.3,5,57,6,504
0,13.6,4,57,1,470
0,2.6,4,57,8,498
0,17.8,5,57,7,494
1,162.8,7,57,3,492
1,6.2,4,57,8,484
0,3.4,3,54,4,442
0,4.2,3,54,2,448
0,22.9,3,54,6,434
0,5.6,3,56,8,444
0,7.8,3,56,6,472
0,6.1,3,56,1,448
0,24.2,3,56,1,518
0,3.4,3,54,6,458
0,6.9,3,56,5,488
0,11.4,3,56,2,436
1,3.6,3,56,1,484
1,11.7,3,54,8,436
0,4.7,3,54,1,442
0,6.5,3,56,8,458
0,14.4,3,56,4,474
1,5.2,3,56,6,492
1,41.3,3,56,7,492
0,4.9,3,56,8,442
0,4.4,3,56,6,450
0,1.3,4,55,1,480
0,16.0,4,55,5,434
0,19.5,6,55,6,520
1,7.2,4,55,7,512
1,77.1,4,55,3,452
0,4.7,4,57,3,530
0,16.3,4,56,1,478
0,2.9,6,57,1,462
1,16.5,5,57,3,496
1,4.1,5,57,6,496
0,2.1,5,57,3,480
0,9.0,6,57,5,458
0,4.0,4,57,1,484
1,5.9,5,57,6,482
1,52.2,7,57,7,466
0,22.5,4,57,7,490
0,11.7,4,54,5,446
0,57.6,4,54,8,462
0,34.7,6,54,7,468
0,106.6,5,54,8,514
0,21.0,4,57,4,488
0,5.1,4,57,5,494
1,81.7,5,57,1,456
1,22.9,5,55,3,450
0,1.8,3,54,7,484
0,5.4,3,54,4,448
0,12.3,3,54,5,448
1,44.6,3,54,7,458
0,1.7,3,56,8,508
0,1.7,3,56,8,542
0,23.7,3,56,5,532
0,27.6,3,56,2,508
1,4.1,3,56,6,472
1,128.5,3,56,7,442
0,3.1,3,56,6,472
0,2.1,3,56,6,466
0,2.5,4,57,5,528
0,6.0,5,57,8,466
0,4.9,5,57,3,492
0,5.1,5,57,3,510
0,4.9,4,57,6,458
0,4.9,6,57,7,450
0,13.5,5,57,7,498
0,7.0,5,57,5,484
0,2.8,5,57,5,492
1,7.2,4,57,1,470
1,12.6,6,57,1,478
0,1.5,3,54,7,456
0,2.1,5,55,3,524
0,15.5,5,54,1,458
0,13.8,4,55,7,488
1,26.9,6,55,8,484
0,3.4,3,55,4,476
0,20.0,3,55,8,458
0,4.0,5,57,3,516
0,10.4,4,55,8,466
0,11.9,5,57,4,536
1,8.0,5,57,7,476
1,17.1,4,57,6,470
0,1.8,3,54,6,478
0,9.6,3,54,6,452
0,31.9,3,54,4,422
1,9.3,3,54,4,456
1,34.9,3,54,8,464
0,34.7,3,54,8,478
0,3.2,3,56,8,480
0,8.4,3,56,5,452
1,10.7,3,56,7,454
1,4.5,3,56,4,460
0,2.7,3,56,7,500
0,1.8,3,56,2,476
0,38.6,3,56,2,460
0,30.3,3,54,2,440
0,4.1,3,54,5,434
0,12.8,3,54,6,482
1,3.4,3,54,1,428
1,16.1,3,54,7,448
0,2.6,3,56,8,496
0,21.8,3,56,3,486
0,71.5,3,56,8,488
1,15.3,3,54,7,438
1,60.4,3,53,3,460
0,3.3,3,56,5,448
0,48.5,3,55,6,498
0,2.0,4,57,8,496
0,23.0,4,57,4,486
0,4.9,5,57,4,500
1,39.8,4,54,6,498
1,4.2,5,57,8,556
0,5.3,4,57,4,504
0,155.3,4,57,7,490
0,8.9,4,57,5,466
1,20.0,4,57,8,488
1,124.5,5,57,8,462
0,4.4,4,57,8,498
0,63.1,8,57,4,516
0,24.0,4,57,7,490
1,3.9,4,55,5,440
0,2.7,4,56,7,502
0,23.4,7,55,6,484
0,53.8,6,52,3,472
1,3.7,4,56,2,490
1,8.4,7,54,1,462
0,35.9,3,54,5,452
0,21.7,3,56,5,480
0,2.6,4,57,7,530
0,6.3,3,56,7,516
0,9.2,3,54,3,432
0,2.3,3,54,5,478
0,10.3,3,56,5,500
0,2.8,3,54,6,466
0,9.2,3,56,8,450
0,89.2,3,56,8,504
0,4.6,3,56,7,492
0,11.0,3,56,6,482
0,8.0,3,56,7,480
1,13.4,3,56,1,508
0,7.0,3,54,2,454
0,4.3,3,54,5,462
0,3.8,3,56,1,494
0,4.3,5,55,7,516
0,4.5,4,55,2,452
0,3.2,4,57,6,466
0,7.1,4,57,5,476
0,13.5,5,56,4,468
0,21.2,4,55,1,480
0,6.6,5,57,2,482
0,6.8,4,57,6,496
0,10.1,6,57,5,492
1,17.7,5,57,8,496
1,23.2,6,57,3,470
0,12.2,5,56,5,480
0,3.6,4,57,2,506
0,6.4,6,56,2,528
1,3.4,7,56,5,484
1,14.5,6,56,3,520
0,4.6,5,55,6,434
0,16.1,6,55,7,488
0,6.6,5,55,8,464
1,22.3,5,55,4,472
0,1.2,2,55,4,480
0,13.2,2,55,7,480
0,12.8,2,55,8,448
1,130.9,2,55,2,482
1,106.6,2,55,3,500
0,8.1,2,55,4,456
